symbol,block,door,pl,pc,height,width,top,material,wood,sizecategory,ups
0,3,2,5,0,0.75,0.79,1.9,0,5,0,'02540170'
0,3,2,5,0,1.2,1.78,1.72,0,5,1,'02540180'
0,3,2,5,0,1.35,1.7,1.8,0,5,1,'02540180'
4,3,1,5,0,2.38,0.495,2.38,1,5,1,'02540420'
3,4,1,8,0,1.8,0.79,1.65,1,5,1,'02540160'
0,3,2,5,0,0.85,0.83,1.75,2,0,1,'02510060'
3,4,1,8,0,1.75,0.83,1.75,2,1,0,'02510120'
0,3,2,5,0,1.75,1.7,1.75,2,3,0,'02510350'
0,3,2,5,0,0.73,1.7,0.73,2,3,2,'02510410'
3,4,1,8,0,1.75,0.79,1.75,2,4,0,'02510260'
2,2,1,2,1,1.75,0.79,1.75,2,0,0,'02510030'
2,2,1,2,1,1.75,0.83,1.75,2,0,0,'02510030'
0,3,2,5,0,1.75,1.62,1.75,2,4,0,'02510260'
3,4,1,8,0,1.75,0.79,1.75,2,3,0,'02510350'
0,3,2,5,0,0.75,0.83,1.8,0,5,0,'02540170'
9,3,4,6,0,2.6,2.315,2.45,1,5,1,'02530440'
9,3,4,6,0,2.6,2.315,2.45,1,5,1,'02540470'
9,3,2,6,0,1.85,0.79,1.7,1,5,1,'0254046002540500'
0,3,2,5,0,2.38,1.82,2.38,1,5,1,'02540130'
0,3,2,5,0,0.45,1.7,0.6,0,5,0,'02540170'
0,3,2,5,0,1.2,1.7,1.9,0,5,1,'02540180'
0,3,2,5,0,1.2,1.7,1.82,0,5,1,'02540180'
0,3,2,5,0,0.45,1.7,0.52,0,5,0,'02540170'
0,3,2,5,0,0.45,1.78,1.72,0,5,0,'02540170'
0,3,2,5,0,0.75,0.79,1.9,0,5,0,'02540170'
0,3,2,5,0,1.2,1.78,1.72,0,5,1,'02540180'
0,3,2,5,0,1.35,1.7,1.8,0,5,1,'02540180'
4,3,1,5,0,2.38,0.495,2.38,1,5,1,'02540420'
3,4,1,8,0,1.8,0.79,1.65,1,5,1,'02540160'
0,3,2,5,0,0.85,0.83,1.75,2,0,1,'02510060'
3,4,1,8,0,1.75,0.83,1.75,2,1,0,'02510120'
0,3,2,5,0,1.75,1.7,1.75,2,3,0,'02510350'
0,3,2,5,0,0.73,1.7,0.73,2,3,2,'02510410'
3,4,1,8,0,1.75,0.79,1.75,2,4,0,'02510260'
2,2,1,2,1,1.75,0.79,1.75,2,0,0,'02510030'
2,2,1,2,1,1.75,0.83,1.75,2,0,0,'02510030'
0,3,2,5,0,1.75,1.62,1.75,2,4,0,'02510260'
3,4,1,8,0,1.75,0.79,1.75,2,3,0,'02510350'
0,3,2,5,0,0.75,0.83,1.8,0,5,0,'02540170'
9,3,2,6,0,1.85,0.79,1.7,1,5,1,'0254046002540500'
9,3,4,6,0,2.6,2.315,2.45,1,5,1,'02540470'
0,3,2,5,0,2.38,1.82,2.38,1,5,1,'02540130'
0,3,2,5,0,0.45,1.7,0.6,0,5,0,'02540170'
0,3,2,5,0,1.2,1.7,1.9,0,5,1,'02540180'
0,3,2,5,0,1.2,1.7,1.82,0,5,1,'02540180'
0,3,2,5,0,0.45,1.7,0.52,0,5,0,'02540170'
0,3,2,5,0,0.45,1.78,1.72,0,5,0,'02540170'
0,3,2,5,0,0.75,0.79,1.9,0,5,0,'02540170'
0,3,2,5,0,1.2,1.78,1.72,0,5,1,'02540180'
0,3,2,5,0,1.35,1.7,1.8,0,5,1,'02540180'
4,3,1,5,0,2.38,0.495,2.38,1,5,1,'02540420'
3,4,1,8,0,1.8,0.79,1.65,1,5,1,'02540160'
0,3,2,5,0,0.85,0.83,1.75,2,0,1,'02510060'
3,4,1,8,0,1.75,0.83,1.75,2,1,0,'02510120'
0,3,2,5,0,1.75,1.7,1.75,2,3,0,'02510350'
0,3,2,5,0,0.73,1.7,0.73,2,3,2,'02510410'
3,4,1,8,0,1.75,0.79,1.75,2,4,0,'02510260'
2,2,1,2,1,1.75,0.79,1.75,2,0,0,'02510030'
2,2,1,2,1,1.75,0.83,1.75,2,0,0,'02510030'
0,3,2,5,0,1.75,1.62,1.75,2,4,0,'02510260'
3,4,1,8,0,1.75,0.79,1.75,2,3,0,'02510350'
0,3,2,5,0,0.75,0.83,1.8,0,5,0,'02540170'
9,3,2,6,0,1.85,0.79,1.7,1,5,1,'0254046002540500'
9,3,4,6,0,2.6,2.315,2.45,1,5,1,'02540470'
0,3,2,5,0,2.38,1.82,2.38,1,5,1,'02540130'
0,3,2,5,0,0.45,1.7,0.6,0,5,0,'02540170'
0,3,2,5,0,1.2,1.7,1.9,0,5,1,'02540180'
0,3,2,5,0,1.2,1.7,1.82,0,5,1,'02540180'
0,3,2,5,0,0.45,1.7,0.52,0,5,0,'02540170'
0,3,2,5,0,0.45,1.78,1.72,0,5,0,'02540170'
0,3,2,5,0,0.75,0.79,1.9,0,5,0,'02540170'
0,3,2,5,0,1.2,1.78,1.72,0,5,1,'02540180'
0,3,2,5,0,1.35,1.7,1.8,0,5,1,'02540180'
4,3,1,5,0,2.38,0.495,2.38,1,5,1,'02540420'
3,4,1,8,0,1.8,0.79,1.65,1,5,1,'02540160'
0,3,2,5,0,0.85,0.83,1.75,2,0,1,'02510060'
3,4,1,8,0,1.75,0.83,1.75,2,1,0,'02510120'
0,3,2,5,0,1.75,1.7,1.75,2,3,0,'02510350'
0,3,2,5,0,0.73,1.7,0.73,2,3,2,'02510410'
3,4,1,8,0,1.75,0.79,1.75,2,4,0,'02510260'
2,2,1,2,1,1.75,0.79,1.75,2,0,0,'02510030'
2,2,1,2,1,1.75,0.83,1.75,2,0,0,'02510030'
0,3,2,5,0,1.75,1.62,1.75,2,4,0,'02510260'
3,4,1,8,0,1.75,0.79,1.75,2,3,0,'02510350'
0,3,2,5,0,0.75,0.83,1.8,0,5,0,'02540170'
9,3,2,6,0,1.85,0.79,1.7,1,5,1,'0254046002540500'
9,3,4,6,0,2.6,2.315,2.45,1,5,1,'02540470'
0,3,2,5,0,2.38,1.82,2.38,1,5,1,'02540130'
0,3,2,5,0,0.45,1.7,0.6,0,5,0,'02540170'
0,3,2,5,0,1.2,1.7,1.9,0,5,1,'02540180'
0,3,2,5,0,1.2,1.7,1.82,0,5,1,'02540180'
0,3,2,5,0,0.45,1.7,0.52,0,5,0,'02540170'
0,3,2,5,0,0.45,1.78,1.72,0,5,0,'02540170'
0,3,2,5,0,0.75,0.79,1.9,0,5,0,'02540170'
0,3,2,5,0,1.2,1.78,1.72,0,5,1,'02540180'
0,3,2,5,0,1.35,1.7,1.8,0,5,1,'02540180'
4,3,1,5,0,2.38,0.495,2.38,1,5,1,'02540420'
3,4,1,8,0,1.8,0.79,1.65,1,5,1,'02540160'
0,3,2,5,0,0.85,0.83,1.75,2,0,1,'02510060'
3,4,1,8,0,1.75,0.83,1.75,2,1,0,'02510120'
0,3,2,5,0,1.75,1.7,1.75,2,3,0,'02510350'
0,3,2,5,0,0.73,1.7,0.73,2,3,2,'02510410'
3,4,1,8,0,1.75,0.79,1.75,2,4,0,'02510260'
2,2,1,2,1,1.75,0.79,1.75,2,0,0,'02510030'
2,2,1,2,1,1.75,0.83,1.75,2,0,0,'02510030'
0,3,2,5,0,1.75,1.62,1.75,2,4,0,'02510260'
3,4,1,8,0,1.75,0.79,1.75,2,3,0,'02510350'
0,3,2,5,0,0.75,0.83,1.8,0,5,0,'02540170'
2,3,2,3,2,0.5,0.79,0.5,2,0,2,'02510090'
3,3,2,7,0,0.9,0.79,2,2,1,1,'02510150'
0,3,2,5,0,2.2,1.7,2.2,1,5,1,'02540090'
0,3,2,5,0,0.9,1.7,1.75,0,5,1,'02540260'
0,3,2,5,0,0.9,1.7,2.05,2,4,1,'02510290'
0,3,2,5,0,1.75,1.7,2.05,2,4,0,'02510260'
4,3,2,5,0,0.45,2.61,2.3,2,1,2,'02510180'
4,3,1,5,0,0.45,1.7,2.3,2,1,2,'02510180'
0,3,2,5,0,1.75,1.7,1.75,2,4,0,'02510260'
0,3,2,5,0,0.3,1.7,2.5,2,4,2,'02510320'
2,2,1,2,1,1.75,0.79,1.75,2,3,0,'02510350'
0,3,2,5,0,1.75,1.7,2.1,2,1,0,'02510120'
0,5,4,9,0,1.75,3.52,1.75,2,4,0,'02510260'
0,3,2,5,0,1.75,1.7,1.75,2,3,0,'02510350'
0,3,2,5,0,0.7,1.7,2.6,2,3,2,'02510410'
0,5,4,9,0,1.75,2.61,1.75,2,4,0,'02510260'
0,5,4,9,0,1.75,2.61,1.75,0,5,1,'02540280'
0,3,2,5,0,1.75,1.7,1.75,0,5,1,'02540180'
0,3,2,5,0,1.8,1.7,1.8,2,1,0,'02510120'
6,3,2,7,0,0.75,1.7,1.75,0,5,1,'02540260'
2,2,1,2,1,1.8,0.79,2.1,2,0,0,'02510030'
2,2,1,2,1,2.2,0.79,2.2,1,5,1,'02540350'
3,4,1,7,2,1.8,0.6,1.8,2,0,0,'02510030'
0,3,2,5,0,0.4,0.79,1.8,0,5,0,'02540170'
2,3,2,3,2,0.35,0.79,2.6,2,0,2,'02510090'
2,3,2,3,2,0.75,0.79,2.6,2,0,2,'02510090'
2,3,2,3,2,0.75,1.7,2.6,2,0,2,'02510090'
0,3,2,5,0,1.75,1.7,1.75,2,1,0,'02510120'
0,3,2,5,0,0.8,1.7,1.75,2,1,2,'02510180'
3,4,1,6,2,1.75,0.79,2.1,2,1,0,'02510120'
6,3,2,7,0,0.75,1.7,1.75,0,5,1,'02540180'
0,3,2,5,0,2.2,1.7,2.2,1,5,1,'02540130'
0,3,2,5,0,0.8,1.7,2.1,0,5,1,'02540180'
6,3,2,7,0,0.9,1.7,2,0,5,1,'02540260'
0,5,4,9,0,2,3.52,2,0,5,1,'02540180'
4,3,1,5,0,0.55,1.7,2.55,1,5,0,'02540420'
0,3,2,5,0,0.5,1.7,2.85,0,5,0,'02540170'
3,4,1,7,2,1.8,0.63,1.8,2,0,0,'02510030'
7,0,0,0,0,2.6,2.155,0,0,0,0,'0253032002530700'
7,0,0,0,0,2.6,1.7,0,0,0,0,'0253032002530700'
2,2,1,2,1,1.7,0.79,1.7,2,0,0,'02510030'
0,3,2,5,0,0.9,1.7,2,0,5,1,'02540280'
0,3,2,5,0,0.9,1.7,1.7,0,5,1,'02540280'
0,3,2,5,0,0.9,1.7,1.7,0,5,1,'02540260'
2,2,1,2,1,1.7,0.64,1.7,2,0,0,'02510030'
0,3,2,5,0,0.4,0.79,1.7,0,5,0,'02540250'
2,2,1,2,1,1.75,0.79,1.75,2,0,0,'02510030'
0,3,2,5,0,0.3,1.7,2.375,2,4,2,'02510320'
0,5,4,9,0,1.35,3.52,1.75,0,5,1,'02540280'
0,3,2,5,0,0.25,1.7,2.15,0,5,0,'02540170'
2,3,2,3,2,1.75,0.79,1.75,2,0,0,'02510030'
0,3,2,5,0,0.6,1.7,2.5,2,3,2,'02510410'
0,5,4,9,0,1.75,3.52,1.75,0,5,1,'02540280'
0,5,4,9,0,1.75,3.52,1.75,2,3,0,'02510350'
0,5,4,9,0,1.3,2.61,1.75,0,5,1,'02540280'
0,5,4,9,0,1.3,2.61,1.75,2,4,1,'02510290'
0,3,2,5,0,1.6,1.7,1.75,2,3,0,'02510350'
2,3,2,3,2,1.7,1.245,1.7,2,0,0,'02510030'
2,3,2,3,2,0.7,1.245,2.45,2,0,2,'02510090'
0,3,2,5,0,0.9,1.7,1.75,0,5,1,'02540280'
0,5,4,9,0,1.75,3.52,1.75,0,5,1,'02540260'
0,5,4,9,0,1.75,2.61,1.75,0,5,1,'02540260'
2,4,1,5,1,2.2,1.26,2.2,1,5,1,'02540020'
2,2,1,2,1,1.7,0.805,1.7,2,0,0,'02510030'
4,3,1,5,0,0.7,0.805,1.8,1,5,0,'02540420'
0,3,2,5,0,0.55,0.805,1.75,0,5,0,'02540170'
2,2,1,2,1,1.75,0.805,1.75,2,0,0,'02510030'
2,2,1,2,1,1.75,0.805,1.75,1,5,1,'02540400'
0,3,2,5,0,0.7,1.715,1.8,0,5,1,'02540180'
0,3,2,5,0,1.75,1.715,1.75,2,3,0,'02510350'
0,5,4,9,0,1.75,2.625,1.75,0,5,1,'02540260'
3,3,2,7,0,1.75,1.715,1.75,2,3,0,'02510350'
6,3,2,7,0,1.15,1.715,1.9,1,5,1,'02540430'
0,3,2,5,0,1.8,1.715,1.8,0,5,1,'02540260'
0,3,2,5,0,0.4,1.715,2.2,0,5,0,'02540170'
6,3,2,7,0,1,1.26,1.9,1,5,1,'02540430'
6,3,2,7,0,0.7,1.715,1.8,1,5,1,'02540440'
4,3,1,5,0,0.7,0.805,1.75,1,5,0,'02540420'
6,3,2,7,0,1,0.805,1.75,1,5,0,'02540430'
2,2,1,2,1,1.3,0.805,1.3,2,0,1,'02510060'
6,3,2,7,0,0.9,1.715,1.75,1,5,1,'02540430'
0,3,2,5,0,1.75,1.715,1.75,0,5,1,'02540180'
6,3,2,7,0,0.9,1.715,1.8,1,5,1,'02540430'
0,3,2,5,0,1.8,1.8,1.8,1,5,1,'02540120'
4,3,1,5,0,1.8,0.94,2,2,1,0,'02510120'
2,2,1,2,1,1.8,0.94,2,2,0,0,'02510030'
0,3,2,5,0,1.8,1.8,1.8,2,4,0,'02510260'
0,3,2,5,0,1.8,1.8,1.8,2,1,0,'02510120'
3,4,1,6,2,1.8,0.87,2,2,0,0,'02510030'
2,2,1,2,1,1.8,0.6,2,2,0,0,'02510030'
0,3,2,5,0,0.9,1.8,1.8,0,5,1,'02540180'
0,5,4,9,0,1.8,1.8,1.8,2,1,0,'02510120'
0,3,2,5,0,0.85,1.75,1.9,2,3,1,'02510380'
2,3,2,3,2,0.85,0.79,1.9,2,3,1,'02510380'
2,3,2,3,2,0.95,0.94,0.95,2,3,1,'02510380'
2,3,2,3,2,0.85,0.94,1.9,2,3,1,'02510380'
2,2,1,3,1,1.8,0.94,1.8,2,0,0,'02510030'
0,3,2,5,0,1.4,1.8,1.9,2,4,1,'02510290'
0,3,2,5,0,1.8,1.8,1.8,0,5,1,'02540260'
2,2,1,2,1,1.8,0.6,1.8,2,0,0,'02510030'
6,3,2,7,0,1.4,1.8,1.9,0,5,1,'02540260'
0,3,2,5,0,0.6,0.84,1.8,0,5,0,'02540170'
6,3,2,7,0,0.9,1.8,2,0,5,1,'02540180'
0,3,2,5,0,0.6,0.8,1.8,0,5,0,'02540250'
7,0,0,0,0,1.9,2.66,0,0,0,0,'0254046002540500'
0,3,2,5,0,1,1.8,1.8,0,5,1,'02540180'
6,3,2,7,0,1,1.8,1.8,0,5,1,'02540180'
0,3,2,5,0,1,1.8,1.8,2,4,1,'02510290'
0,5,4,9,0,1.8,2.76,1.8,2,4,0,'02510260'
2,2,1,2,1,1.8,0.84,1.8,2,0,0,'02510030'
0,3,2,5,0,1.8,1.8,1.8,2,3,0,'02510350'
0,3,2,5,0,1.2,1.8,1.8,2,4,1,'02510290'
